Status,Progress,Duration..in.seconds.,Finished,consent,check_1,check_2,X1_answer,X1_Q53_First.Click,X1_Q53_Last.Click,X1_Q53_Page.Submit,X1_Q53_Click.Count,X2_answer,X2_Q53_First.Click,X2_Q53_Last.Click,X2_Q53_Page.Submit,X2_Q53_Click.Count,X3_answer,X3_Q53_First.Click,X3_Q53_Last.Click,X3_Q53_Page.Submit,X3_Q53_Click.Count,X4_answer,X4_Q53_First.Click,X4_Q53_Last.Click,X4_Q53_Page.Submit,X4_Q53_Click.Count,X5_answer,X5_Q53_First.Click,X5_Q53_Last.Click,X5_Q53_Page.Submit,X5_Q53_Click.Count,X6_answer,X6_Q53_First.Click,X6_Q53_Last.Click,X6_Q53_Page.Submit,X6_Q53_Click.Count,X7_answer,X7_Q53_First.Click,X7_Q53_Last.Click,X7_Q53_Page.Submit,X7_Q53_Click.Count,X8_answer,X8_Q53_First.Click,X8_Q53_Last.Click,X8_Q53_Page.Submit,X8_Q53_Click.Count,X9_answer,X9_Q53_First.Click,X9_Q53_Last.Click,X9_Q53_Page.Submit,X9_Q53_Click.Count,X10_answer,X10_Q53_First.Click,X10_Q53_Last.Click,X10_Q53_Page.Submit,X10_Q53_Click.Count,X11_answer,X11_Q53_First.Click,X11_Q53_Last.Click,X11_Q53_Page.Submit,X11_Q53_Click.Count,X12_answer,X12_Q53_First.Click,X12_Q53_Last.Click,X12_Q53_Page.Submit,X12_Q53_Click.Count,X13_answer,X13_Q53_First.Click,X13_Q53_Last.Click,X13_Q53_Page.Submit,X13_Q53_Click.Count,X14_answer,X14_Q53_First.Click,X14_Q53_Last.Click,X14_Q53_Page.Submit,X14_Q53_Click.Count,X15_answer,X15_Q53_First.Click,X15_Q53_Last.Click,X15_Q53_Page.Submit,X15_Q53_Click.Count,X16_answer,X16_Q53_First.Click,X16_Q53_Last.Click,X16_Q53_Page.Submit,X16_Q53_Click.Count,follow_random,follow_search,dem_pol_1,dem_pol_2,dem_pol_3,dem_gender,dem_education,dem_birth,debrief_agree,headline_id_1,headline_id_2,headline_id_3,headline_id_4,headline_id_5,headline_id_6,headline_id_7,headline_id_8,headline_id_9,headline_id_10,headline_id_11,headline_id_12,headline_id_13,headline_id_14,headline_id_15,headline_id_16,headline_text_1,headline_text_2,headline_text_3,headline_text_4,headline_text_5,headline_text_6,headline_text_7,headline_text_8,headline_text_9,headline_text_10,headline_text_11,headline_text_12,headline_text_13,headline_text_14,headline_text_15,headline_text_16,true_votes_1,true_votes_2,true_votes_3,true_votes_4,true_votes_5,true_votes_6,true_votes_7,true_votes_8,true_votes_9,true_votes_10,true_votes_11,true_votes_12,true_votes_13,true_votes_14,true_votes_15,true_votes_16,true_votes_num_1,true_votes_num_2,true_votes_num_3,true_votes_num_4,true_votes_num_5,true_votes_num_6,true_votes_num_7,true_votes_num_8,true_votes_num_9,true_votes_num_10,true_votes_num_11,true_votes_num_12,true_votes_num_13,true_votes_num_14,true_votes_num_15,true_votes_num_16,population,group,dems,reps
IP Address,100,264,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,"some are true, some are false",FALSE,7.83,8.697,9.737,4,FALSE,7.865,10.228,11.071,5,TRUE,8.476,12.476,13.489,4,TRUE,4.268,6.155,6.64,4,FALSE,4.435,6.901,7.426,4,TRUE,8.166,9.366,10.003,4,TRUE,4.899,6.446,8.012,3,TRUE,5.732,6.699,7.242,3,TRUE,7.19,8.089,8.534,4,FALSE,5.086,6.863,7.382,4,FALSE,4.777,11.33,12.071,7,TRUE,15.092,16.407,16.877,4,TRUE,4.575,6.776,7.343,4,FALSE,6.962,8.544,9.1,4,TRUE,6.83,12.273,12.893,5,FALSE,5.643,6.774,7.417,4,No,No,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1983,I AGREE that the data collected during the study may be included for the purpose of the study.,Dem_9,Dem_6,Dem_8,Dem_1,Rep_10,Rep_7,Rep_9,Rep_3,Other_6,Other_1,Other_9,Other_10,Other_8,Other_2,Fake_1,Fake_2,Susan Collins Raised More Money from Brett Kavanaugh Supporters than Mainers,Justice Department to Award $8.3 Million to California Victims of Las Vegas Shooting,US Budget Deficit Running 41.8 Percent above Last Year,Justice Dept. Officials Had Discussions About Pushing Trump Out,Islamic State is 100 Percent Defeated,"America Created 304,000 Jobs in January, Smashing Estimates",Trump's Approval Rating among Likely Voters Soars to His Best in 23 Months at 52%,Ocasio-Cortez Retracts Erroneous Information About Green New Deal Backed by 2020 Democratic Candidates,"Queensland Floods: 500,000 Cattle Survived Years-long Drought Only to Die in the Rain",Average Bra Sizes Rise from 34B to 36DD but Experts Split over Whether Cause Is Obesity or Fashion,Google to Invest $13 Billion in Us Data Centers and Offices,Puerto Rico Wins Approval of $18 Billion Bond Restructuring,Woody Allen Sues Amazon Studios for $68 Million over Movie Deal,"Bird Strikes by Airplanes Tied Record in 2018, FAA Data Shows",Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,maj-rep,21,75
IP Address,100,485,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,"some are true, some are false",FALSE,7.819,16.586,20.014,2,FALSE,9.09,14.957,16.224,3,FALSE,8.986,17.255,18.596,3,TRUE,8.329,14.868,15.838,3,FALSE,6.165,12.256,13.254,3,TRUE,8.178,11.547,12.896,3,FALSE,6.433,13.987,16.049,3,FALSE,6.543,11.768,12.782,3,FALSE,9.038,14.139,15.484,3,FALSE,11.575,17.616,18.502,3,FALSE,11.749,20.062,20.108,3,FALSE,8.529,16.921,17.945,3,FALSE,12.932,16.155,17.155,3,TRUE,0.324,16.519,17.405,5,FALSE,8.463,17.708,19.044,3,FALSE,6.897,18.991,20.007,2,No,No,Democrat,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1979,I AGREE that the data collected during the study may be included for the purpose of the study.,Dem_4,Dem_1,Dem_7,Dem_5,Rep_6,Rep_4,Rep_7,Rep_3,Other_7,Other_10,Other_1,Other_6,Other_4,Other_9,Fake_1,Fake_2,"Since Parkland There's Been a School Shooting, on Average, Every 12 Days",Justice Dept. Officials Had Discussions About Pushing Trump Out,Nearly 400 Trump Aides Had Access to Leaked Schedules,Demand for IUDs and Birth Control Implants Rose After Trump's Election Amid Insurance Concerns,Illegal Immigration Expected to Hit Highest Level Since George W. Bush,Investors Pulled Record $25 Billion from US Stock ETFs in January,"America Created 304,000 Jobs in January, Smashing Estimates",Ocasio-Cortez Retracts Erroneous Information About Green New Deal Backed by 2020 Democratic Candidates,"Turkey Orders Detention of over 1,100 People Linked to Failed Coup",Puerto Rico Wins Approval of $18 Billion Bond Restructuring,Average Bra Sizes Rise from 34B to 36DD but Experts Split over Whether Cause Is Obesity or Fashion,"Queensland Floods: 500,000 Cattle Survived Years-long Drought Only to Die in the Rain",Long-haul Carrier Emirates Announces $21.4 Billion-valued Deal with Airbus,Google to Invest $13 Billion in Us Data Centers and Offices,Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,maj-dem,75,21
IP Address,100,254,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,"some are true, some are false",TRUE,6.99,6.99,8.061,1,TRUE,8.634,8.634,9.834,1,TRUE,8.622,8.622,13.161,1,FALSE,6.917,6.917,9.519,1,FALSE,6.434,6.434,7.604,1,FALSE,8.031,8.031,9.901,1,FALSE,13.2,13.2,14.57,1,TRUE,6.873,6.873,7.901,1,FALSE,6.884,6.884,8.022,1,TRUE,6.447,6.447,7.494,1,FALSE,6.511,6.511,7.871,1,FALSE,6.678,6.678,7.901,1,TRUE,6.326,6.326,7.429,1,TRUE,7.44,7.44,8.856,1,TRUE,7.65,7.65,9.361,1,FALSE,6.396,6.396,7.675,1,No,No,Democrat,somewhat liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1998,I AGREE that the data collected during the study may be included for the purpose of the study.,Dem_6,Dem_2,Dem_4,Dem_8,Rep_8,Rep_1,Rep_6,Rep_5,Other_2,Other_10,Other_8,Other_5,Other_9,Other_1,Fake_1,Fake_2,Justice Department to Award $8.3 Million to California Victims of Las Vegas Shooting,Undeniable Warming: The Planet's Hottest Five Years on Record,"Since Parkland There's Been a School Shooting, on Average, Every 12 Days",US Budget Deficit Running 41.8 Percent above Last Year,76 Percent of Viewers Approve President Trump's State of the Union Speech,Guest Kicked Out of Disneyland for Unfurling 'Trump 2020' Banner,Illegal Immigration Expected to Hit Highest Level Since George W. Bush,Migrant Jobs Project Spends 15 Million to Employ Only 120,"Bird Strikes by Airplanes Tied Record in 2018, FAA Data Shows",Puerto Rico Wins Approval of $18 Billion Bond Restructuring,Woody Allen Sues Amazon Studios for $68 Million over Movie Deal,It's Official: 2018 Was the Fourth-warmest Year on Record,Google to Invest $13 Billion in Us Data Centers and Offices,Average Bra Sizes Rise from 34B to 36DD but Experts Split over Whether Cause Is Obesity or Fashion,Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,maj-dem,75,21
IP Address,100,511,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,"some are true, some are false",FALSE,7.497,7.497,9.464,1,FALSE,7.168,7.168,8.71,1,TRUE,8.905,8.905,13.199,1,TRUE,7.126,7.126,8.878,1,TRUE,19.126,19.126,20.107,1,TRUE,9.06,9.06,10.635,1,FALSE,6.936,6.936,9.054,1,TRUE,12.509,12.509,15.325,1,TRUE,8.2,8.2,10.208,1,TRUE,6.91,6.91,8.215,1,TRUE,6.717,6.717,8.156,1,TRUE,16.322,16.322,17.628,1,TRUE,6.656,6.656,8.33,1,TRUE,8.866,8.866,10.161,1,TRUE,8.001,8.001,9.487,1,FALSE,16.35,16.35,18.364,1,No,No,Democrat,somewhat liberal,Left or center-left,Female,High school degree or equivalent (e.g. GED),1988,I AGREE that the data collected during the study may be included for the purpose of the study.,Dem_5,Dem_3,Dem_4,Dem_2,Rep_7,Rep_2,Rep_8,Rep_1,Other_6,Other_5,Other_3,Other_4,Other_10,Other_2,Fake_1,Fake_2,Demand for IUDs and Birth Control Implants Rose After Trump's Election Amid Insurance Concerns,Trump Says South Korea is Paying $500 Million More for U.S. Troops. The Deal Says Otherwise.,"Since Parkland There's Been a School Shooting, on Average, Every 12 Days",Undeniable Warming: The Planet's Hottest Five Years on Record,"America Created 304,000 Jobs in January, Smashing Estimates",Northam Got Nearly $2 Million in Donations from Planned Parenthood,76 Percent of Viewers Approve President Trump's State of the Union Speech,Guest Kicked Out of Disneyland for Unfurling 'Trump 2020' Banner,"Queensland Floods: 500,000 Cattle Survived Years-long Drought Only to Die in the Rain",It's Official: 2018 Was the Fourth-warmest Year on Record,"For Millennials, Cancers Fueled by Obesity Are on Rise, Study Says",Long-haul Carrier Emirates Announces $21.4 Billion-valued Deal with Airbus,Puerto Rico Wins Approval of $18 Billion Bond Restructuring,"Bird Strikes by Airplanes Tied Record in 2018, FAA Data Shows",Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,maj-rep,21,75
IP Address,100,438,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,"some are true, some are false",TRUE,6.379,6.379,7.352,1,TRUE,10.276,10.276,11.724,1,,0,0,21.991,0,TRUE,6.896,6.896,8.186,1,FALSE,12.116,12.116,13.051,1,,0,0,21.992,0,,0,0,21.986,0,FALSE,15.27,15.27,16.749,1,TRUE,12.691,12.691,13.678,1,,0,0,21.349,0,,0,0,21.991,0,FALSE,8.079,8.079,9.999,1,FALSE,7.003,7.003,8.543,1,,0,0,22.001,0,,0,0,22.001,0,,0,0,21.988,0,No,No,Democrat,somewhat liberal,Left or center-left,Female,High school degree or equivalent (e.g. GED),1978,I AGREE that the data collected during the study may be included for the purpose of the study.,Dem_2,Dem_5,Dem_4,Dem_1,Rep_6,Rep_10,Rep_9,Rep_5,Other_6,Other_7,Other_9,Other_2,Other_3,Other_4,Fake_1,Fake_2,Undeniable Warming: The Planet's Hottest Five Years on Record,Demand for IUDs and Birth Control Implants Rose After Trump's Election Amid Insurance Concerns,"Since Parkland There's Been a School Shooting, on Average, Every 12 Days",Justice Dept. Officials Had Discussions About Pushing Trump Out,Illegal Immigration Expected to Hit Highest Level Since George W. Bush,Islamic State is 100 Percent Defeated,Trump's Approval Rating among Likely Voters Soars to His Best in 23 Months at 52%,Migrant Jobs Project Spends 15 Million to Employ Only 120,"Queensland Floods: 500,000 Cattle Survived Years-long Drought Only to Die in the Rain","Turkey Orders Detention of over 1,100 People Linked to Failed Coup",Google to Invest $13 Billion in Us Data Centers and Offices,"Bird Strikes by Airplanes Tied Record in 2018, FAA Data Shows","For Millennials, Cancers Fueled by Obesity Are on Rise, Study Says",Long-haul Carrier Emirates Announces $21.4 Billion-valued Deal with Airbus,Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,maj-dem,75,21
IP Address,100,444,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,"some are true, some are false",TRUE,11.316,11.316,12.509,1,TRUE,5.744,5.744,6.871,1,TRUE,14.286,14.286,15.823,1,FALSE,10.28,10.28,15.532,1,FALSE,6.273,6.273,13.192,1,FALSE,6.441,6.441,10.61,1,TRUE,8.33,8.33,9.622,1,FALSE,9.791,9.791,11.39,1,TRUE,6.611,6.611,20.007,1,TRUE,12.741,12.741,13.968,1,TRUE,6.353,6.353,7.369,1,TRUE,6.954,6.954,8.258,1,TRUE,11.762,11.762,13.146,1,TRUE,11.107,11.107,11.952,1,TRUE,10.582,10.582,11.646,1,FALSE,7.132,7.132,8.28,1,No,No,Democrat,liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1978,I AGREE that the data collected during the study may be included for the purpose of the study.,Dem_10,Dem_8,Dem_3,Dem_4,Rep_6,Rep_8,Rep_4,Rep_10,Other_6,Other_5,Other_8,Other_2,Other_3,Other_1,Fake_1,Fake_2,Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million,US Budget Deficit Running 41.8 Percent above Last Year,Trump Says South Korea is Paying $500 Million More for U.S. Troops. The Deal Says Otherwise.,"Since Parkland There's Been a School Shooting, on Average, Every 12 Days",Illegal Immigration Expected to Hit Highest Level Since George W. Bush,76 Percent of Viewers Approve President Trump's State of the Union Speech,Investors Pulled Record $25 Billion from US Stock ETFs in January,Islamic State is 100 Percent Defeated,"Queensland Floods: 500,000 Cattle Survived Years-long Drought Only to Die in the Rain",It's Official: 2018 Was the Fourth-warmest Year on Record,Woody Allen Sues Amazon Studios for $68 Million over Movie Deal,"Bird Strikes by Airplanes Tied Record in 2018, FAA Data Shows","For Millennials, Cancers Fueled by Obesity Are on Rise, Study Says",Average Bra Sizes Rise from 34B to 36DD but Experts Split over Whether Cause Is Obesity or Fashion,Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,maj-dem,75,21
IP Address,100,383,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,"some are true, some are false",FALSE,3.548,3.548,4.484,1,TRUE,6.307,6.307,7.605,1,FALSE,5.678,5.678,6.947,1,TRUE,5.673,5.673,7.594,1,TRUE,7.249,7.249,8.883,1,FALSE,7.65,7.65,8.642,1,FALSE,4.635,4.635,6.221,1,TRUE,4.138,4.138,5.313,1,FALSE,7.013,7.013,8.4,1,FALSE,3.85,3.85,5.125,1,TRUE,6.012,6.012,7.498,1,TRUE,3.891,3.891,5.438,1,TRUE,3.716,3.716,4.836,1,TRUE,5.023,5.023,8.974,1,TRUE,5.215,5.215,7.079,1,FALSE,3.822,5.331,6.538,2,No,No,Democrat,liberal,Left or center-left,Female,"Associate degree (e.g. AA, AS)",1993,,Dem_10,Dem_2,Dem_6,Dem_9,Rep_5,Rep_4,Rep_8,Rep_2,Other_1,Other_5,Other_4,Other_3,Other_8,Other_2,Fake_1,Fake_2,Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million,Undeniable Warming: The Planet's Hottest Five Years on Record,Justice Department to Award $8.3 Million to California Victims of Las Vegas Shooting,Susan Collins Raised More Money from Brett Kavanaugh Supporters than Mainers,Migrant Jobs Project Spends 15 Million to Employ Only 120,Investors Pulled Record $25 Billion from US Stock ETFs in January,76 Percent of Viewers Approve President Trump's State of the Union Speech,Northam Got Nearly $2 Million in Donations from Planned Parenthood,Average Bra Sizes Rise from 34B to 36DD but Experts Split over Whether Cause Is Obesity or Fashion,It's Official: 2018 Was the Fourth-warmest Year on Record,Long-haul Carrier Emirates Announces $21.4 Billion-valued Deal with Airbus,"For Millennials, Cancers Fueled by Obesity Are on Rise, Study Says",Woody Allen Sues Amazon Studios for $68 Million over Movie Deal,"Bird Strikes by Airplanes Tied Record in 2018, FAA Data Shows",Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,control,,
IP Address,100,493,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,"some are true, some are false",TRUE,8.681,8.681,9.953,1,FALSE,14.506,15.761,16.859,2,FALSE,8.33,9.526,10.893,2,FALSE,8.766,8.766,10.062,1,FALSE,7.21,12.664,13.835,3,TRUE,6.029,7.222,8.306,2,FALSE,11.048,12.323,13.794,2,TRUE,5.102,14.981,16.051,4,TRUE,0,0,10.208,0,FALSE,0,0,12.675,0,FALSE,14.328,15.831,20.044,2,TRUE,8.464,9.34,10.703,2,,7.98,7.98,20.116,1,FALSE,0,0,10.603,0,FALSE,7.688,7.688,8.926,1,TRUE,3.352,15.484,16.638,3,No,No,Republican,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1952,I AGREE that the data collected during the study may be included for the purpose of the study.,Dem_3,Dem_9,Dem_4,Dem_2,Rep_8,Rep_2,Rep_10,Rep_1,Other_7,Other_8,Other_6,Other_3,Other_5,Other_9,Fake_1,Fake_2,Trump Says South Korea is Paying $500 Million More for U.S. Troops. The Deal Says Otherwise.,Susan Collins Raised More Money from Brett Kavanaugh Supporters than Mainers,"Since Parkland There's Been a School Shooting, on Average, Every 12 Days",Undeniable Warming: The Planet's Hottest Five Years on Record,76 Percent of Viewers Approve President Trump's State of the Union Speech,Northam Got Nearly $2 Million in Donations from Planned Parenthood,Islamic State is 100 Percent Defeated,Guest Kicked Out of Disneyland for Unfurling 'Trump 2020' Banner,"Turkey Orders Detention of over 1,100 People Linked to Failed Coup",Woody Allen Sues Amazon Studios for $68 Million over Movie Deal,"Queensland Floods: 500,000 Cattle Survived Years-long Drought Only to Die in the Rain","For Millennials, Cancers Fueled by Obesity Are on Rise, Study Says",It's Official: 2018 Was the Fourth-warmest Year on Record,Google to Invest $13 Billion in Us Data Centers and Offices,Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,maj-rep,21,75
IP Address,100,443,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,"some are true, some are false",TRUE,4.155,6.403,7.187,3,FALSE,5.016,6.722,7.5,4,TRUE,7,10.707,12.373,4,FALSE,5.426,6.432,7.154,3,FALSE,5.514,6.556,7.52,3,FALSE,8.491,10.953,11.581,4,FALSE,4.448,6.568,7.3,3,FALSE,6.033,7.296,7.689,4,TRUE,14.651,15.432,16.105,3,TRUE,5.552,11.231,11.684,4,FALSE,4.237,6.312,6.9,3,FALSE,5.948,7.166,7.658,4,TRUE,8.422,9.983,10.4,4,FALSE,8.025,10.861,11.963,4,FALSE,4.35,6.565,7.303,3,FALSE,4.951,8.472,9.179,4,No,No,Democrat,liberal,Left or center-left,Male,"Associate degree (e.g. AA, AS)",1981,I AGREE that the data collected during the study may be included for the purpose of the study.,Dem_10,Dem_6,Dem_3,Dem_5,Rep_6,Rep_9,Rep_2,Rep_10,Other_2,Other_7,Other_1,Other_10,Other_3,Other_6,Fake_1,Fake_2,Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million,Justice Department to Award $8.3 Million to California Victims of Las Vegas Shooting,Trump Says South Korea is Paying $500 Million More for U.S. Troops. The Deal Says Otherwise.,Demand for IUDs and Birth Control Implants Rose After Trump's Election Amid Insurance Concerns,Illegal Immigration Expected to Hit Highest Level Since George W. Bush,Trump's Approval Rating among Likely Voters Soars to His Best in 23 Months at 52%,Northam Got Nearly $2 Million in Donations from Planned Parenthood,Islamic State is 100 Percent Defeated,"Bird Strikes by Airplanes Tied Record in 2018, FAA Data Shows","Turkey Orders Detention of over 1,100 People Linked to Failed Coup",Average Bra Sizes Rise from 34B to 36DD but Experts Split over Whether Cause Is Obesity or Fashion,Puerto Rico Wins Approval of $18 Billion Bond Restructuring,"For Millennials, Cancers Fueled by Obesity Are on Rise, Study Says","Queensland Floods: 500,000 Cattle Survived Years-long Drought Only to Die in the Rain",Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,maj-rep,21,75
IP Address,100,476,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,"some are true, some are false",TRUE,8.667,8.667,10.048,1,TRUE,14.278,14.278,15.729,1,TRUE,11.547,11.547,13.061,1,TRUE,9.344,9.344,10.854,1,TRUE,9.759,9.759,12.17,1,TRUE,12.621,12.621,14.215,1,FALSE,8.981,8.981,15.315,1,TRUE,8.032,8.032,9.526,1,TRUE,6.858,6.858,8.316,1,TRUE,7.648,7.648,9.001,1,TRUE,11.228,11.228,12.624,1,TRUE,7.257,7.257,8.752,1,FALSE,7.215,7.215,8.71,1,FALSE,6.721,6.721,8.065,1,FALSE,16.623,16.623,20.019,1,TRUE,7.079,7.079,8.431,1,Yes,No,Other,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1955,I AGREE that the data collected during the study may be included for the purpose of the study.,Dem_5,Dem_10,Dem_6,Dem_2,Rep_6,Rep_5,Rep_10,Rep_7,Other_5,Other_8,Other_2,Other_3,Other_9,Other_10,Fake_1,Fake_2,Demand for IUDs and Birth Control Implants Rose After Trump's Election Amid Insurance Concerns,Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million,Justice Department to Award $8.3 Million to California Victims of Las Vegas Shooting,Undeniable Warming: The Planet's Hottest Five Years on Record,Illegal Immigration Expected to Hit Highest Level Since George W. Bush,Migrant Jobs Project Spends 15 Million to Employ Only 120,Islamic State is 100 Percent Defeated,"America Created 304,000 Jobs in January, Smashing Estimates",It's Official: 2018 Was the Fourth-warmest Year on Record,Woody Allen Sues Amazon Studios for $68 Million over Movie Deal,"Bird Strikes by Airplanes Tied Record in 2018, FAA Data Shows","For Millennials, Cancers Fueled by Obesity Are on Rise, Study Says",Google to Invest $13 Billion in Us Data Centers and Offices,Puerto Rico Wins Approval of $18 Billion Bond Restructuring,Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,maj-rep,21,75
IP Address,100,308,TRUE,"I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.",John is easy to see.,"some are true, some are false",FALSE,11.652,11.652,12.526,1,FALSE,6.837,6.837,7.701,1,TRUE,6.447,6.447,10.958,1,FALSE,7.065,7.065,9.961,1,FALSE,12.84,12.84,13.766,1,FALSE,6.823,6.823,8.178,1,FALSE,6.794,6.794,8.22,1,TRUE,12.961,12.961,14.132,1,TRUE,6.69,6.69,7.853,1,TRUE,6.536,6.536,8.517,1,TRUE,12.483,12.483,14.03,1,TRUE,6.754,6.754,7.687,1,TRUE,6.605,6.605,7.739,1,TRUE,6.747,6.747,11.297,1,FALSE,10.181,10.181,11.557,1,FALSE,9.705,9.705,11.166,1,No,No,Democrat,somewhat liberal,Left or center-left,Female,"Master’s degree (e.g. MA, MS)",1988,I AGREE that the data collected during the study may be included for the purpose of the study.,Dem_5,Dem_6,Dem_2,Dem_4,Rep_1,Rep_8,Rep_10,Rep_9,Other_9,Other_4,Other_1,Other_5,Other_3,Other_10,Fake_1,Fake_2,Demand for IUDs and Birth Control Implants Rose After Trump's Election Amid Insurance Concerns,Justice Department to Award $8.3 Million to California Victims of Las Vegas Shooting,Undeniable Warming: The Planet's Hottest Five Years on Record,"Since Parkland There's Been a School Shooting, on Average, Every 12 Days",Guest Kicked Out of Disneyland for Unfurling 'Trump 2020' Banner,76 Percent of Viewers Approve President Trump's State of the Union Speech,Islamic State is 100 Percent Defeated,Trump's Approval Rating among Likely Voters Soars to His Best in 23 Months at 52%,Google to Invest $13 Billion in Us Data Centers and Offices,Long-haul Carrier Emirates Announces $21.4 Billion-valued Deal with Airbus,Average Bra Sizes Rise from 34B to 36DD but Experts Split over Whether Cause Is Obesity or Fashion,It's Official: 2018 Was the Fourth-warmest Year on Record,"For Millennials, Cancers Fueled by Obesity Are on Rise, Study Says",Puerto Rico Wins Approval of $18 Billion Bond Restructuring,Billionaire Founder of Corona Beer Brewery Makes Everyone in His Village a Millionaire in His Will,"Because of the Lack of Men, Iceland Give $5,000 Per Month to Immigrants Who Marry Icelandic Women",low,low,high,high,low,low,high,high,other,other,other,other,other,other,fake,fake,19,24,74,72,20,23,76,73,53,41,65,64,55,66,11,9,96,maj-dem,75,21
